
Epoch 0, 25%	 Loss : 9.0498e-04	 RES : 3.3792e-05	 MSE : 4.6059e-04	 REL : 1.0435e+00
Training Epoch 36 finished,took current epoch 187.13s,cumulative time 6945.21s
Learning Rate : 0.01
Epoch 37, 25%	 Loss : 5.3513e-05	 RES : 2.8773e-07	 MSE : 7.7688e-05	 REL : 4.2856e-01
Epoch 37, 50%	 Loss : 5.1669e-05	 RES : 2.2110e-07	 MSE : 5.5310e-05	 REL : 3.6487e-01
Epoch 37, 75%	 Loss : 5.9832e-05	 RES : 2.8983e-07	 MSE : 7.2558e-05	 REL : 3.9491e-01
Training Epoch 37 :	 Loss : 5.4861e-05 	 RES : 2.9385e-07	 MSE : 8.4233e-05	 REL : 4.3138e-01
Validation Epoch 37 :	 Loss : 5.3356e-05	 RES : 1.9552e-07	 MSE : 5.9534e-05	 REL : 3.6769e-01
Training Epoch 37 finished,took current epoch 187.51s,cumulative time 7132.49s
MODEL SAVED
Learning Rate : 0.01
Epoch 38, 25%	 Loss : 5.2192e-05	 RES : 2.0679e-07	 MSE : 7.2232e-05	 REL : 4.1324e-01
Epoch 38, 50%	 Loss : 5.3658e-05	 RES : 3.6340e-07	 MSE : 8.3834e-05	 REL : 4.4920e-01
Epoch 38, 75%	 Loss : 5.9470e-05	 RES : 2.5821e-07	 MSE : 6.3967e-05	 REL : 3.7079e-01
Training Epoch 38 :	 Loss : 5.4924e-05 	 RES : 2.9937e-07	 MSE : 8.7108e-05	 REL : 4.3771e-01
Validation Epoch 38 :	 Loss : 5.3680e-05	 RES : 2.1540e-07	 MSE : 6.4640e-05	 REL : 3.8342e-01
Training Epoch 38 finished,took current epoch 188.10s,cumulative time 7320.43s
Learning Rate : 0.01
Epoch 39, 25%	 Loss : 5.6085e-05	 RES : 4.7619e-07	 MSE : 1.4758e-04	 REL : 5.9067e-01
Epoch 39, 50%	 Loss : 5.1688e-05	 RES : 2.0747e-07	 MSE : 5.5509e-05	 REL : 3.6552e-01
Epoch 39, 75%	 Loss : 6.0025e-05	 RES : 2.4959e-07	 MSE : 6.6635e-05	 REL : 3.7845e-01
Training Epoch 39 :	 Loss : 5.4858e-05 	 RES : 2.9118e-07	 MSE : 8.1539e-05	 REL : 4.2431e-01
Validation Epoch 39 :	 Loss : 5.4583e-05	 RES : 2.4497e-07	 MSE : 7.4933e-05	 REL : 4.1296e-01
Training Epoch 39 finished,took current epoch 188.82s,cumulative time 7509.14s
Learning Rate : 0.01
Epoch 40, 25%	 Loss : 5.5785e-05	 RES : 3.9095e-07	 MSE : 1.0426e-04	 REL : 4.9647e-01
Epoch 40, 50%	 Loss : 5.1429e-05	 RES : 1.9640e-07	 MSE : 5.1864e-05	 REL : 3.5332e-01
Epoch 40, 75%	 Loss : 5.9337e-05	 RES : 2.4425e-07	 MSE : 6.1724e-05	 REL : 3.6423e-01
Training Epoch 40 :	 Loss : 5.4809e-05 	 RES : 2.9005e-07	 MSE : 8.4457e-05	 REL : 4.2908e-01
Validation Epoch 40 :	 Loss : 5.4498e-05	 RES : 2.7365e-07	 MSE : 9.6280e-05	 REL : 4.6777e-01
Training Epoch 40 finished,took current epoch 187.17s,cumulative time 7696.07s
Learning Rate : 0.01
Epoch 41, 25%	 Loss : 5.1810e-05	 RES : 1.9754e-07	 MSE : 5.6825e-05	 REL : 3.6653e-01
Epoch 41, 50%	 Loss : 5.1999e-05	 RES : 2.2533e-07	 MSE : 5.9130e-05	 REL : 3.7725e-01
Epoch 41, 75%	 Loss : 6.0040e-05	 RES : 3.7383e-07	 MSE : 6.3007e-05	 REL : 3.6800e-01
Training Epoch 41 :	 Loss : 5.4272e-05 	 RES : 2.7001e-07	 MSE : 7.6912e-05	 REL : 4.1351e-01
Validation Epoch 41 :	 Loss : 5.4390e-05	 RES : 1.8339e-07	 MSE : 5.7138e-05	 REL : 3.6011e-01
Training Epoch 41 finished,took current epoch 188.76s,cumulative time 7884.60s
MODEL SAVED
Learning Rate : 0.01
Epoch 42, 25%	 Loss : 5.1463e-05	 RES : 1.8231e-07	 MSE : 5.7266e-05	 REL : 3.6795e-01
Epoch 42, 50%	 Loss : 5.2978e-05	 RES : 3.4826e-07	 MSE : 8.2244e-05	 REL : 4.4492e-01
Epoch 42, 75%	 Loss : 6.0732e-05	 RES : 3.1899e-07	 MSE : 8.1618e-05	 REL : 4.1884e-01
Training Epoch 42 :	 Loss : 5.4531e-05 	 RES : 2.7606e-07	 MSE : 8.1137e-05	 REL : 4.2291e-01
Validation Epoch 42 :	 Loss : 5.3470e-05	 RES : 2.0445e-07	 MSE : 6.4384e-05	 REL : 3.8270e-01
Training Epoch 42 finished,took current epoch 187.28s,cumulative time 8071.75s
Learning Rate : 0.01
Epoch 43, 25%	 Loss : 5.3503e-05	 RES : 2.6141e-07	 MSE : 7.7925e-05	 REL : 4.2922e-01
Epoch 43, 50%	 Loss : 5.1857e-05	 RES : 2.3883e-07	 MSE : 6.1839e-05	 REL : 3.8580e-01
Epoch 43, 75%	 Loss : 6.2347e-05	 RES : 3.8678e-07	 MSE : 1.0052e-04	 REL : 4.6482e-01
Training Epoch 43 :	 Loss : 5.4304e-05 	 RES : 2.6642e-07	 MSE : 7.7502e-05	 REL : 4.1468e-01
Validation Epoch 43 :	 Loss : 5.3214e-05	 RES : 2.2091e-07	 MSE : 7.3687e-05	 REL : 4.0955e-01
Training Epoch 43 finished,took current epoch 186.98s,cumulative time 8258.61s
Learning Rate : 0.01
Epoch 44, 25%	 Loss : 5.1986e-05	 RES : 2.5444e-07	 MSE : 5.4978e-05	 REL : 3.6052e-01
Epoch 44, 50%	 Loss : 5.3292e-05	 RES : 2.7807e-07	 MSE : 5.7860e-05	 REL : 3.7318e-01
Epoch 44, 75%	 Loss : 6.2329e-05	 RES : 2.9104e-07	 MSE : 6.7741e-05	 REL : 3.8157e-01
Training Epoch 44 :	 Loss : 5.4306e-05 	 RES : 2.7113e-07	 MSE : 7.7343e-05	 REL : 4.1290e-01
Validation Epoch 44 :	 Loss : 5.4042e-05	 RES : 2.9848e-07	 MSE : 9.2595e-05	 REL : 4.5932e-01
Training Epoch 44 finished,took current epoch 187.61s,cumulative time 8446.09s
Learning Rate : 0.01
Epoch 45, 25%	 Loss : 5.1947e-05	 RES : 1.9413e-07	 MSE : 5.5079e-05	 REL : 3.6085e-01
Epoch 45, 50%	 Loss : 5.2317e-05	 RES : 2.3424e-07	 MSE : 5.2328e-05	 REL : 3.5489e-01
Epoch 45, 75%	 Loss : 6.0565e-05	 RES : 4.2203e-07	 MSE : 6.5076e-05	 REL : 3.7399e-01
Training Epoch 45 :	 Loss : 5.4373e-05 	 RES : 2.7649e-07	 MSE : 8.1646e-05	 REL : 4.2171e-01
Validation Epoch 45 :	 Loss : 5.3492e-05	 RES : 1.8810e-07	 MSE : 5.6999e-05	 REL : 3.5979e-01
Training Epoch 45 finished,took current epoch 187.56s,cumulative time 8633.53s
Learning Rate : 0.01
Epoch 46, 25%	 Loss : 5.3808e-05	 RES : 3.8189e-07	 MSE : 1.3124e-04	 REL : 5.5701e-01
Epoch 46, 50%	 Loss : 5.1871e-05	 RES : 2.2889e-07	 MSE : 6.0397e-05	 REL : 3.8128e-01
Epoch 46, 75%	 Loss : 5.9247e-05	 RES : 2.8972e-07	 MSE : 5.7487e-05	 REL : 3.5151e-01
Training Epoch 46 :	 Loss : 5.3937e-05 	 RES : 2.5256e-07	 MSE : 7.1966e-05	 REL : 4.0010e-01
Validation Epoch 46 :	 Loss : 5.3177e-05	 RES : 1.8347e-07	 MSE : 5.8726e-05	 REL : 3.6542e-01
Training Epoch 46 finished,took current epoch 187.64s,cumulative time 8821.04s
Learning Rate : 0.01
Epoch 47, 25%	 Loss : 5.5357e-05	 RES : 4.5734e-07	 MSE : 1.5575e-04	 REL : 6.0681e-01
Epoch 47, 50%	 Loss : 5.6087e-05	 RES : 5.3929e-07	 MSE : 1.3621e-04	 REL : 5.7258e-01
Epoch 47, 75%	 Loss : 5.9204e-05	 RES : 2.5504e-07	 MSE : 5.3812e-05	 REL : 3.4009e-01
Training Epoch 47 :	 Loss : 5.3993e-05 	 RES : 2.5651e-07	 MSE : 7.6499e-05	 REL : 4.1206e-01
Validation Epoch 47 :	 Loss : 5.3270e-05	 RES : 1.8842e-07	 MSE : 5.6974e-05	 REL : 3.5964e-01
Training Epoch 47 finished,took current epoch 188.16s,cumulative time 9009.06s
Learning Rate : 0.01
Epoch 48, 25%	 Loss : 5.4727e-05	 RES : 4.1638e-07	 MSE : 1.3483e-04	 REL : 5.6459e-01
Epoch 48, 50%	 Loss : 5.0823e-05	 RES : 1.6591e-07	 MSE : 4.8409e-05	 REL : 3.4135e-01
Epoch 48, 75%	 Loss : 6.0230e-05	 RES : 3.7139e-07	 MSE : 7.7910e-05	 REL : 4.0921e-01
Training Epoch 48 :	 Loss : 5.4053e-05 	 RES : 2.6102e-07	 MSE : 7.6642e-05	 REL : 4.0948e-01
Validation Epoch 48 :	 Loss : 5.5288e-05	 RES : 3.8136e-07	 MSE : 1.2980e-04	 REL : 5.4421e-01
Training Epoch 48 finished,took current epoch 187.98s,cumulative time 9196.88s
Learning Rate : 0.01
Epoch 49, 25%	 Loss : 5.3330e-05	 RES : 2.9494e-07	 MSE : 8.2546e-05	 REL : 4.4176e-01
Epoch 49, 50%	 Loss : 5.4007e-05	 RES : 3.2270e-07	 MSE : 5.5737e-05	 REL : 3.6627e-01
Epoch 49, 75%	 Loss : 6.2031e-05	 RES : 4.3595e-07	 MSE : 1.3263e-04	 REL : 5.3391e-01
Training Epoch 49 :	 Loss : 5.4005e-05 	 RES : 2.5623e-07	 MSE : 7.6299e-05	 REL : 4.1012e-01
Validation Epoch 49 :	 Loss : 5.3059e-05	 RES : 2.0364e-07	 MSE : 5.6768e-05	 REL : 3.5912e-01
Training Epoch 49 finished,took current epoch 188.35s,cumulative time 9385.12s
Learning Rate : 0.01
Epoch 50, 25%	 Loss : 5.1732e-05	 RES : 1.9054e-07	 MSE : 5.4623e-05	 REL : 3.5935e-01
Epoch 50, 50%	 Loss : 5.1534e-05	 RES : 2.0111e-07	 MSE : 5.5904e-05	 REL : 3.6682e-01
Epoch 50, 75%	 Loss : 6.1704e-05	 RES : 3.2353e-07	 MSE : 8.3362e-05	 REL : 4.2329e-01
Training Epoch 50 :	 Loss : 5.3787e-05 	 RES : 2.5231e-07	 MSE : 7.4143e-05	 REL : 4.0466e-01
Validation Epoch 50 :	 Loss : 5.4239e-05	 RES : 2.6869e-07	 MSE : 5.5295e-05	 REL : 3.5438e-01
Training Epoch 50 finished,took current epoch 188.39s,cumulative time 9573.34s
Learning Rate : 0.01
Epoch 51, 25%	 Loss : 5.3081e-05	 RES : 3.1661e-07	 MSE : 1.1822e-04	 REL : 5.2867e-01
Epoch 51, 50%	 Loss : 5.2464e-05	 RES : 2.4913e-07	 MSE : 5.1328e-05	 REL : 3.5149e-01
Epoch 51, 75%	 Loss : 6.2027e-05	 RES : 3.3150e-07	 MSE : 8.5548e-05	 REL : 4.2880e-01
Training Epoch 51 :	 Loss : 5.3770e-05 	 RES : 2.4879e-07	 MSE : 7.4671e-05	 REL : 4.0725e-01
Validation Epoch 51 :	 Loss : 5.4348e-05	 RES : 2.8188e-07	 MSE : 5.7326e-05	 REL : 3.6087e-01
Training Epoch 51 finished,took current epoch 187.41s,cumulative time 9760.63s
Learning Rate : 0.01
Epoch 52, 25%	 Loss : 5.1772e-05	 RES : 2.1146e-07	 MSE : 5.6512e-05	 REL : 3.6552e-01
Epoch 52, 50%	 Loss : 5.4681e-05	 RES : 4.7151e-07	 MSE : 6.5204e-05	 REL : 3.9616e-01
Epoch 52, 75%	 Loss : 6.0170e-05	 RES : 3.4998e-07	 MSE : 1.2570e-04	 REL : 5.1978e-01
Training Epoch 52 :	 Loss : 5.3690e-05 	 RES : 2.4585e-07	 MSE : 7.1981e-05	 REL : 3.9797e-01
Validation Epoch 52 :	 Loss : 5.2164e-05	 RES : 1.7683e-07	 MSE : 5.1099e-05	 REL : 3.4060e-01
Training Epoch 52 finished,took current epoch 188.03s,cumulative time 9948.40s
MODEL SAVED
Learning Rate : 0.01
Epoch 53, 25%	 Loss : 5.2091e-05	 RES : 2.3841e-07	 MSE : 7.8394e-05	 REL : 4.3051e-01
Epoch 53, 50%	 Loss : 5.3454e-05	 RES : 3.9098e-07	 MSE : 1.0882e-04	 REL : 5.1178e-01
Epoch 53, 75%	 Loss : 6.0024e-05	 RES : 3.5535e-07	 MSE : 8.9710e-05	 REL : 4.3911e-01
Training Epoch 53 :	 Loss : 5.3570e-05 	 RES : 2.3848e-07	 MSE : 7.3770e-05	 REL : 4.0398e-01
Validation Epoch 53 :	 Loss : 5.5432e-05	 RES : 3.7518e-07	 MSE : 1.5357e-04	 REL : 5.9207e-01
Training Epoch 53 finished,took current epoch 187.64s,cumulative time 10135.92s
Learning Rate : 0.01
Epoch 54, 25%	 Loss : 5.3920e-05	 RES : 3.4153e-07	 MSE : 1.0766e-04	 REL : 5.0450e-01
Epoch 54, 50%	 Loss : 5.2964e-05	 RES : 3.4187e-07	 MSE : 1.1241e-04	 REL : 5.2016e-01
Epoch 54, 75%	 Loss : 6.4238e-05	 RES : 2.8404e-07	 MSE : 6.0097e-05	 REL : 3.5940e-01
Training Epoch 54 :	 Loss : 5.3807e-05 	 RES : 2.4833e-07	 MSE : 7.3883e-05	 REL : 4.0359e-01
Validation Epoch 54 :	 Loss : 5.3293e-05	 RES : 2.1111e-07	 MSE : 7.4288e-05	 REL : 4.1072e-01
Training Epoch 54 finished,took current epoch 187.57s,cumulative time 10323.38s
Learning Rate : 0.01
Epoch 55, 25%	 Loss : 5.1766e-05	 RES : 2.3264e-07	 MSE : 7.6059e-05	 REL : 4.2404e-01
Epoch 55, 50%	 Loss : 5.2613e-05	 RES : 2.8990e-07	 MSE : 8.2723e-05	 REL : 4.4621e-01
Epoch 55, 75%	 Loss : 6.0156e-05	 RES : 3.5035e-07	 MSE : 1.1984e-04	 REL : 5.0752e-01
Training Epoch 55 :	 Loss : 5.3511e-05 	 RES : 2.3732e-07	 MSE : 7.1242e-05	 REL : 3.9630e-01
Validation Epoch 55 :	 Loss : 5.2687e-05	 RES : 2.1717e-07	 MSE : 6.8127e-05	 REL : 3.9377e-01
Training Epoch 55 finished,took current epoch 188.19s,cumulative time 10511.47s
Learning Rate : 0.01
Epoch 56, 25%	 Loss : 5.1429e-05	 RES : 2.1961e-07	 MSE : 6.1467e-05	 REL : 3.8121e-01
Epoch 56, 50%	 Loss : 5.1190e-05	 RES : 2.1774e-07	 MSE : 8.2491e-05	 REL : 4.4559e-01
Epoch 56, 75%	 Loss : 5.8896e-05	 RES : 2.0935e-07	 MSE : 5.3633e-05	 REL : 3.3952e-01
Training Epoch 56 :	 Loss : 5.3686e-05 	 RES : 2.4758e-07	 MSE : 7.0208e-05	 REL : 3.9464e-01
Validation Epoch 56 :	 Loss : 5.2407e-05	 RES : 1.7124e-07	 MSE : 5.6088e-05	 REL : 3.5679e-01
Training Epoch 56 finished,took current epoch 188.58s,cumulative time 10699.80s
MODEL SAVED
Learning Rate : 0.01
Epoch 57, 25%	 Loss : 5.2445e-05	 RES : 2.2421e-07	 MSE : 7.4969e-05	 REL : 4.2099e-01
Epoch 57, 50%	 Loss : 5.0459e-05	 RES : 1.6352e-07	 MSE : 4.7311e-05	 REL : 3.3745e-01
Epoch 57, 75%	 Loss : 5.9843e-05	 RES : 3.1548e-07	 MSE : 1.0551e-04	 REL : 4.7621e-01
Training Epoch 57 :	 Loss : 5.3561e-05 	 RES : 2.3958e-07	 MSE : 7.3821e-05	 REL : 4.0260e-01
Validation Epoch 57 :	 Loss : 5.2478e-05	 RES : 1.7557e-07	 MSE : 5.7966e-05	 REL : 3.6304e-01
Training Epoch 57 finished,took current epoch 188.42s,cumulative time 10887.97s
Learning Rate : 0.01
Epoch 58, 25%	 Loss : 5.1415e-05	 RES : 2.2988e-07	 MSE : 5.8210e-05	 REL : 3.7097e-01
Epoch 58, 50%	 Loss : 5.0553e-05	 RES : 1.7281e-07	 MSE : 4.6443e-05	 REL : 3.3434e-01
Epoch 58, 75%	 Loss : 5.9775e-05	 RES : 2.1278e-07	 MSE : 5.3855e-05	 REL : 3.4022e-01
Training Epoch 58 :	 Loss : 5.3440e-05 	 RES : 2.3840e-07	 MSE : 7.0582e-05	 REL : 3.9591e-01
Validation Epoch 58 :	 Loss : 5.6406e-05	 RES : 3.6557e-07	 MSE : 1.0580e-04	 REL : 4.9115e-01
Training Epoch 58 finished,took current epoch 189.38s,cumulative time 11077.22s
Learning Rate : 0.01
Epoch 59, 25%	 Loss : 5.2426e-05	 RES : 2.8133e-07	 MSE : 1.0739e-04	 REL : 5.0386e-01
Epoch 59, 50%	 Loss : 5.1818e-05	 RES : 2.4579e-07	 MSE : 8.2996e-05	 REL : 4.4695e-01
Epoch 59, 75%	 Loss : 6.0559e-05	 RES : 2.7647e-07	 MSE : 7.0413e-05	 REL : 3.8903e-01
Training Epoch 59 :	 Loss : 5.3447e-05 	 RES : 2.2869e-07	 MSE : 7.1739e-05	 REL : 3.9778e-01
Validation Epoch 59 :	 Loss : 5.2035e-05	 RES : 1.6108e-07	 MSE : 5.1681e-05	 REL : 3.4247e-01
Training Epoch 59 finished,took current epoch 188.15s,cumulative time 11265.12s
MODEL SAVED
Learning Rate : 0.01
Epoch 60, 25%	 Loss : 5.2500e-05	 RES : 2.3751e-07	 MSE : 6.7362e-05	 REL : 3.9907e-01
Epoch 60, 50%	 Loss : 5.2037e-05	 RES : 2.5714e-07	 MSE : 5.9130e-05	 REL : 3.7725e-01
Epoch 60, 75%	 Loss : 5.9400e-05	 RES : 2.7261e-07	 MSE : 6.5527e-05	 REL : 3.7529e-01
Training Epoch 60 :	 Loss : 5.3367e-05 	 RES : 2.3814e-07	 MSE : 6.9553e-05	 REL : 3.9236e-01
Validation Epoch 60 :	 Loss : 5.3004e-05	 RES : 2.2260e-07	 MSE : 8.4068e-05	 REL : 4.3763e-01
Training Epoch 60 finished,took current epoch 188.56s,cumulative time 11453.59s
Learning Rate : 0.01
Epoch 61, 25%	 Loss : 5.2090e-05	 RES : 2.4542e-07	 MSE : 6.5044e-05	 REL : 3.9214e-01
Epoch 61, 50%	 Loss : 5.0799e-05	 RES : 2.0861e-07	 MSE : 5.6365e-05	 REL : 3.6833e-01
Epoch 61, 75%	 Loss : 6.0805e-05	 RES : 2.9876e-07	 MSE : 7.3760e-05	 REL : 3.9817e-01
Training Epoch 61 :	 Loss : 5.3405e-05 	 RES : 2.3282e-07	 MSE : 7.1399e-05	 REL : 3.9794e-01
Validation Epoch 61 :	 Loss : 5.3154e-05	 RES : 2.4042e-07	 MSE : 7.9084e-05	 REL : 4.2438e-01
Training Epoch 61 finished,took current epoch 187.11s,cumulative time 11640.58s
Learning Rate : 0.01
Epoch 62, 25%	 Loss : 5.1177e-05	 RES : 1.7552e-07	 MSE : 5.8004e-05	 REL : 3.7031e-01
Epoch 62, 50%	 Loss : 5.0975e-05	 RES : 2.0386e-07	 MSE : 5.4093e-05	 REL : 3.6083e-01
Epoch 62, 75%	 Loss : 6.1250e-05	 RES : 3.8806e-07	 MSE : 1.4155e-04	 REL : 5.5158e-01
Training Epoch 62 :	 Loss : 5.3282e-05 	 RES : 2.2760e-07	 MSE : 6.7652e-05	 REL : 3.8741e-01
Validation Epoch 62 :	 Loss : 5.2550e-05	 RES : 1.7314e-07	 MSE : 5.0960e-05	 REL : 3.4024e-01
Training Epoch 62 finished,took current epoch 187.53s,cumulative time 11828.00s
Learning Rate : 0.01
Epoch 63, 25%	 Loss : 5.3774e-05	 RES : 4.5665e-07	 MSE : 1.5911e-04	 REL : 6.1332e-01
Epoch 63, 50%	 Loss : 5.1925e-05	 RES : 2.5290e-07	 MSE : 5.3463e-05	 REL : 3.5872e-01
Epoch 63, 75%	 Loss : 6.1192e-05	 RES : 3.1758e-07	 MSE : 7.0285e-05	 REL : 3.8867e-01
Training Epoch 63 :	 Loss : 5.3366e-05 	 RES : 2.3416e-07	 MSE : 7.0813e-05	 REL : 3.9702e-01
Validation Epoch 63 :	 Loss : 5.4943e-05	 RES : 3.5819e-07	 MSE : 1.1622e-04	 REL : 5.1488e-01
Training Epoch 63 finished,took current epoch 187.88s,cumulative time 12015.75s
Learning Rate : 0.01
Epoch 64, 25%	 Loss : 5.2443e-05	 RES : 2.4817e-07	 MSE : 6.8741e-05	 REL : 4.0313e-01
Epoch 64, 50%	 Loss : 5.0564e-05	 RES : 1.7648e-07	 MSE : 4.4797e-05	 REL : 3.2836e-01
Epoch 64, 75%	 Loss : 5.9691e-05	 RES : 2.8393e-07	 MSE : 8.7753e-05	 REL : 4.3429e-01
Training Epoch 64 :	 Loss : 5.3282e-05 	 RES : 2.2672e-07	 MSE : 6.9592e-05	 REL : 3.9067e-01
Validation Epoch 64 :	 Loss : 5.7198e-05	 RES : 5.0360e-07	 MSE : 1.1311e-04	 REL : 5.0788e-01
Training Epoch 64 finished,took current epoch 187.70s,cumulative time 12203.30s
Learning Rate : 0.01
Epoch 65, 25%	 Loss : 5.1187e-05	 RES : 2.1947e-07	 MSE : 5.8022e-05	 REL : 3.7037e-01
Epoch 65, 50%	 Loss : 5.1169e-05	 RES : 1.7611e-07	 MSE : 4.7810e-05	 REL : 3.3923e-01
Epoch 65, 75%	 Loss : 5.9387e-05	 RES : 2.5086e-07	 MSE : 8.6699e-05	 REL : 4.3168e-01
Training Epoch 65 :	 Loss : 5.3248e-05 	 RES : 2.2783e-07	 MSE : 6.7102e-05	 REL : 3.8524e-01
Validation Epoch 65 :	 Loss : 5.1997e-05	 RES : 1.5127e-07	 MSE : 5.0676e-05	 REL : 3.3930e-01
Training Epoch 65 finished,took current epoch 189.14s,cumulative time 12392.19s
MODEL SAVED
Learning Rate : 0.01
Epoch 66, 25%	 Loss : 5.2109e-05	 RES : 2.4713e-07	 MSE : 7.5394e-05	 REL : 4.2219e-01
Epoch 66, 50%	 Loss : 5.0746e-05	 RES : 1.8158e-07	 MSE : 4.6578e-05	 REL : 3.3483e-01
Epoch 66, 75%	 Loss : 6.1503e-05	 RES : 3.3066e-07	 MSE : 9.3278e-05	 REL : 4.4776e-01
Training Epoch 66 :	 Loss : 5.3247e-05 	 RES : 2.2454e-07	 MSE : 6.9012e-05	 REL : 3.9086e-01
Validation Epoch 66 :	 Loss : 5.7175e-05	 RES : 5.5028e-07	 MSE : 1.0048e-04	 REL : 4.7853e-01
Training Epoch 66 finished,took current epoch 187.38s,cumulative time 12579.47s
Learning Rate : 0.01
Epoch 67, 25%	 Loss : 5.1920e-05	 RES : 2.7095e-07	 MSE : 8.9183e-05	 REL : 4.5917e-01
Epoch 67, 50%	 Loss : 5.1296e-05	 RES : 1.8673e-07	 MSE : 5.2524e-05	 REL : 3.5556e-01
Epoch 67, 75%	 Loss : 5.8241e-05	 RES : 1.8932e-07	 MSE : 5.1382e-05	 REL : 3.3232e-01
Training Epoch 67 :	 Loss : 5.3176e-05 	 RES : 2.2505e-07	 MSE : 6.6557e-05	 REL : 3.8282e-01
Validation Epoch 67 :	 Loss : 5.7707e-05	 RES : 6.1506e-07	 MSE : 1.4649e-04	 REL : 5.7826e-01
Training Epoch 67 finished,took current epoch 189.32s,cumulative time 12768.60s
Learning Rate : 0.01
Epoch 68, 25%	 Loss : 5.1050e-05	 RES : 1.8671e-07	 MSE : 5.3732e-05	 REL : 3.5641e-01
Epoch 68, 50%	 Loss : 5.0490e-05	 RES : 1.5747e-07	 MSE : 4.7016e-05	 REL : 3.3640e-01
Epoch 68, 75%	 Loss : 5.8173e-05	 RES : 2.1978e-07	 MSE : 4.8712e-05	 REL : 3.2357e-01
Training Epoch 68 :	 Loss : 5.3186e-05 	 RES : 2.2269e-07	 MSE : 6.7186e-05	 REL : 3.8384e-01
Validation Epoch 68 :	 Loss : 5.2021e-05	 RES : 1.6956e-07	 MSE : 4.9497e-05	 REL : 3.3521e-01
Training Epoch 68 finished,took current epoch 189.19s,cumulative time 12957.70s
Learning Rate : 0.01
Epoch 69, 25%	 Loss : 5.2734e-05	 RES : 2.7014e-07	 MSE : 7.0338e-05	 REL : 4.0778e-01
Epoch 69, 50%	 Loss : 5.1741e-05	 RES : 2.4274e-07	 MSE : 4.5462e-05	 REL : 3.3079e-01
Epoch 69, 75%	 Loss : 5.9051e-05	 RES : 3.3464e-07	 MSE : 8.6996e-05	 REL : 4.3242e-01
Training Epoch 69 :	 Loss : 5.3218e-05 	 RES : 2.2684e-07	 MSE : 6.7007e-05	 REL : 3.8455e-01
Validation Epoch 69 :	 Loss : 5.4044e-05	 RES : 2.7660e-07	 MSE : 9.6603e-05	 REL : 4.6920e-01
Training Epoch 69 finished,took current epoch 188.90s,cumulative time 13146.52s
Learning Rate : 0.01
Epoch 70, 25%	 Loss : 5.0426e-05	 RES : 1.3436e-07	 MSE : 3.9638e-05	 REL : 3.0612e-01
Epoch 70, 50%	 Loss : 5.1340e-05	 RES : 1.9959e-07	 MSE : 5.8673e-05	 REL : 3.7579e-01
Epoch 70, 75%	 Loss : 5.8893e-05	 RES : 2.2759e-07	 MSE : 4.5055e-05	 REL : 3.1119e-01
Training Epoch 70 :	 Loss : 5.2999e-05 	 RES : 2.0878e-07	 MSE : 6.4284e-05	 REL : 3.7612e-01
Validation Epoch 70 :	 Loss : 5.1931e-05	 RES : 1.8826e-07	 MSE : 5.6295e-05	 REL : 3.5783e-01
Training Epoch 70 finished,took current epoch 188.10s,cumulative time 13334.50s
Learning Rate : 0.01
Epoch 71, 25%	 Loss : 5.0833e-05	 RES : 1.7565e-07	 MSE : 4.9375e-05	 REL : 3.4166e-01
Epoch 71, 50%	 Loss : 5.1032e-05	 RES : 1.9677e-07	 MSE : 6.3093e-05	 REL : 3.8969e-01
Epoch 71, 75%	 Loss : 5.8118e-05	 RES : 2.3875e-07	 MSE : 5.0805e-05	 REL : 3.3045e-01
Training Epoch 71 :	 Loss : 5.3083e-05 	 RES : 2.2528e-07	 MSE : 6.5804e-05	 REL : 3.8175e-01
Validation Epoch 71 :	 Loss : 5.3056e-05	 RES : 1.6459e-07	 MSE : 5.8263e-05	 REL : 3.6361e-01
Training Epoch 71 finished,took current epoch 188.71s,cumulative time 13523.10s
Learning Rate : 0.01
Epoch 72, 25%	 Loss : 5.0707e-05	 RES : 1.4357e-07	 MSE : 3.8607e-05	 REL : 3.0211e-01
Epoch 72, 50%	 Loss : 5.2244e-05	 RES : 3.0950e-07	 MSE : 1.2705e-04	 REL : 5.5299e-01
Epoch 72, 75%	 Loss : 5.9337e-05	 RES : 2.7467e-07	 MSE : 9.3247e-05	 REL : 4.4768e-01
Training Epoch 72 :	 Loss : 5.3004e-05 	 RES : 2.1102e-07	 MSE : 6.4130e-05	 REL : 3.7569e-01
Validation Epoch 72 :	 Loss : 5.4677e-05	 RES : 2.8057e-07	 MSE : 7.9019e-05	 REL : 4.2366e-01
Training Epoch 72 finished,took current epoch 187.16s,cumulative time 13710.16s
Learning Rate : 0.01
Epoch 73, 25%	 Loss : 5.1997e-05	 RES : 2.2867e-07	 MSE : 5.5582e-05	 REL : 3.6250e-01
Epoch 73, 50%	 Loss : 5.1164e-05	 RES : 1.9423e-07	 MSE : 4.6379e-05	 REL : 3.3411e-01
Epoch 73, 75%	 Loss : 5.9398e-05	 RES : 1.8604e-07	 MSE : 4.7135e-05	 REL : 3.1829e-01
Training Epoch 73 :	 Loss : 5.3222e-05 	 RES : 2.2294e-07	 MSE : 6.6957e-05	 REL : 3.8170e-01
Validation Epoch 73 :	 Loss : 5.2487e-05	 RES : 1.6181e-07	 MSE : 4.7970e-05	 REL : 3.3010e-01
Training Epoch 73 finished,took current epoch 187.36s,cumulative time 13897.45s
